N,MB,min,avgMin,avg,avgMax,max
94,7068.0,384.5,433.9,472.5,490.0,503.4
95,7144.0,389.1,455.5,471.7,481.0,504.9
96,7220.0,449.4,468.7,481.1,496.3,509.3
97,7296.0,255.2,376.7,442.8,461.0,481.4
98,7372.0,424.4,458.7,473.4,489.4,504.6
99,7448.0,449.9,468.1,477.8,493.3,511.6
100,7524.0,383.8,426.6,465.2,481.0,493.6
101,7600.0,458.4,466.5,474.9,482.3,494.4
102,7676.0,414.0,445.3,464.9,478.9,501.1
103,7752.0,228.9,391.8,447.3,472.0,496.8
104,7828.0,312.5,405.1,454.3,475.5,496.8
105,7904.0,443.3,457.1,480.0,484.7,502.3
106,7980.0,363.4,420.8,467.7,480.2,494.9
107,8056.0,424.1,462.9,482.6,494.0,509.2
108,8132.0,251.9,372.5,429.3,459.3,493.7
109,8208.0,404.3,449.4,470.7,483.2,501.7
110,8284.0,284.2,420.4,472.8,488.9,505.2
111,8360.0,373.5,436.8,465.1,479.4,490.4
112,8436.0,400.6,443.1,469.8,486.0,501.9
113,8512.0,412.1,440.2,459.7,472.8,493.5
114,8588.0,289.8,386.0,448.7,473.9,496.7
115,8664.0,391.1,441.4,473.4,486.6,504.0
116,8740.0,359.6,436.8,482.0,492.1,503.5
117,8816.0,250.7,370.0,446.1,471.7,489.5
118,8892.0,385.1,443.7,470.2,486.4,503.0
119,8968.0,241.5,415.1,449.4,470.8,489.8
120,9044.0,404.6,450.9,468.7,483.2,498.7
121,9120.0,234.2,298.2,457.6,490.0,506.5
122,9196.0,372.7,413.5,457.0,474.7,500.0
123,9272.0,357.1,457.1,477.0,492.0,508.0
124,9348.0,228.6,398.3,444.3,466.3,482.4
125,9424.0,438.7,454.0,469.7,482.7,495.3
126,9500.0,452.9,462.2,475.2,487.9,497.4
127,9576.0,394.5,435.5,472.7,486.9,497.2
128,9652.0,461.4,474.3,483.4,494.2,508.1
129,9728.0,452.4,460.9,477.4,486.3,499.6
130,9804.0,274.3,387.1,445.7,467.7,490.7
131,9880.0,386.1,416.4,469.7,483.8,492.5
132,9956.0,399.1,441.8,480.3,493.9,523.2
133,10032.0,239.1,355.2,452.9,475.9,493.5
134,10108.0,291.3,372.8,466.4,489.1,508.7
135,10184.0,252.2,386.2,455.4,470.5,491.9
136,10260.0,390.7,433.7,460.5,483.7,523.7
137,10336.0,204.3,330.2,468.8,495.3,517.0
138,10412.0,378.2,448.2,476.1,489.4,507.2
139,10488.0,400.3,446.8,479.7,490.2,506.8
140,10564.0,362.2,430.0,464.2,476.7,502.5
141,10640.0,461.1,467.7,483.6,495.3,505.0
142,10716.0,401.9,439.6,468.0,490.1,498.4
143,10792.0,416.9,471.0,493.5,500.5,520.4
144,10868.0,167.7,317.7,469.7,486.5,497.8
145,10944.0,438.3,465.6,485.5,501.1,531.9
146,11020.0,232.8,286.0,414.7,459.9,487.7
147,11096.0,429.1,456.7,477.9,493.7,503.2
148,11172.0,397.4,440.9,478.5,490.4,503.5
149,11248.0,423.0,479.5,482.1,490.6,505.8
150,11324.0,457.5,480.8,492.9,502.2,521.0
151,11400.0,257.7,402.0,459.1,473.1,494.4
152,11476.0,441.4,460.4,477.6,491.8,511.8
153,11552.0,459.7,472.5,485.1,494.8,506.4
154,11628.0,244.6,342.0,447.4,480.7,509.5
155,11704.0,400.9,440.2,468.7,485.6,506.8
156,11780.0,226.6,387.7,463.1,484.4,516.3
157,11856.0,227.1,355.7,453.4,485.8,504.4
158,11932.0,459.0,470.5,480.1,493.2,515.3
159,12008.0,400.0,433.3,478.7,496.0,510.5
160,12084.0,239.3,372.9,441.6,471.8,488.2
161,12160.0,407.7,461.3,481.9,499.4,519.4
162,12236.0,226.1,354.1,443.2,468.2,493.1
163,12312.0,443.8,470.1,484.3,494.8,503.9
164,12388.0,387.9,435.5,487.1,502.2,515.0
165,12464.0,238.2,388.9,450.9,480.6,496.8
166,12540.0,408.4,448.6,467.9,486.7,513.0
167,12616.0,254.7,382.2,452.0,468.4,486.1
168,12692.0,418.0,453.5,465.9,475.9,496.1
169,12768.0,442.2,465.3,475.3,489.4,517.6
170,12844.0,380.6,402.7,480.7,494.9,509.5
171,12920.0,243.9,345.0,452.9,480.4,494.7
172,12996.0,416.4,445.9,465.1,487.6,501.3
