N,MB,min,avgMin,avg,avgMax,max
301,22800.0,32.9,68.2,115.2,139.3,162.0
302,22876.0,73.5,114.0,129.8,145.2,156.1
303,22952.0,59.9,83.6,114.9,138.4,164.1
304,23028.0,74.6,99.1,135.9,149.6,154.0
305,23104.0,55.2,85.1,120.2,143.6,173.2
306,23180.0,71.3,112.8,138.0,150.3,160.2
307,23256.0,46.4,78.6,117.1,134.9,157.4
308,23332.0,66.2,101.2,129.8,149.5,168.7
309,23408.0,64.2,98.7,127.0,147.8,174.3
310,23484.0,16.3,75.1,126.0,144.0,164.7
311,23560.0,58.4,94.4,116.8,138.0,162.1
312,23636.0,39.9,55.3,86.8,129.2,166.6
313,23712.0,62.7,107.1,133.4,144.3,160.2
314,23788.0,35.0,45.7,65.5,114.7,154.3
315,23864.0,64.0,82.3,112.4,133.0,156.7
316,23940.0,59.6,95.6,128.9,145.0,166.5
317,24016.0,71.0,114.0,140.7,160.2,175.4
318,24092.0,67.3,98.3,122.5,138.5,165.0
319,24168.0,60.7,91.3,127.1,148.0,153.5
320,24244.0,65.1,97.9,128.8,148.4,168.6
321,24320.0,6.4,41.9,110.5,144.3,173.1
322,24396.0,54.0,93.1,120.4,146.3,174.6
323,24472.0,100.9,126.0,143.1,157.7,169.0
324,24548.0,65.1,99.8,130.2,147.1,167.1
325,24624.0,55.4,86.3,115.2,136.7,147.7
326,24700.0,60.1,107.1,136.5,157.9,171.6
327,24776.0,60.3,85.2,118.2,146.7,168.2
328,24852.0,70.0,90.4,132.4,148.1,161.8
